"county_name","state_name","population_size","percent_1to9","percent_10to14","percent_15to19","percent_20to34","percent_35to44","percent_45to64","percent_65plus","median_household_income","median_houshold_year_round_incomes","percent_25year_above_high_school","percent_25year_above_professional_diploma","percent_25year_above_bachelors_degree","percent_25year_above_bacholors_above","management_business_science_arts","service_occupations","sales_office_occupation","naturalresources_construction_maintenance","production_transportation_materialmoving","median_age","avg_house_hold_size"
"Rockingham County"," New Hampshire","309176","9.5","6.2","5.8","17.2","27","16.6","15.7","45513","122727","24.8","25.5","15","40.5","43.2","15.1","22.5","8.5","10.6","44.8","3"
"Gloucester County"," New Jersey","291408","11.1","6.7","6.9","18.5","26.7","14.1","13.9","42420","119039","32","21.8","11.4","33.2","43.4","15.1","22.8","7.7","10.9","40.8","3"
"Ocean County"," New Jersey","601651","13.1","7","5.8","16.4","21.6","13.4","19.6","39726","114065","34.2","20.5","9.8","30.3","37.9","18","24.9","10.1","9.1","42.7","3"
"Union County"," New Jersey","558067","13.1","6.3","6.4","18.9","27.9","13","12.3","41959","111741","26.9","22.6","15.4","38","38.6","15.6","22","8","15.8","38.8","3"
"McKinley County"," New Mexico","72290","13.9","9.6","8.6","20.9","23.2","11.1","10.7","22367","62966","34.1","6.1","5.8","11.9","30.8","31.7","18.3","5.3","13.9","32.3","4"
"Cattaraugus County"," New York","76840","11.3","6.3","6.8","17.2","24.3","15.1","17.1","30419","80966","39.3","9.7","9.1","18.8","29.2","21.1","24","8.7","16.9","42.4","3"
"Cayuga County"," New York","77145","11.1","5","6","18.5","25.4","15.5","16.4","35497","87797","35.3","12.9","8.6","21.4","37.6","18.3","20.9","9.4","13.7","42.4","3"
"Kings County"," New York","2582830","13.2","6.1","5.3","24.6","25.7","11.2","12.1","40764","107751","25.8","23.3","15.6","38.9","43.7","22.7","19.1","5.7","8.9","35.4","3"
"Madison County"," New York","70795","10.1","5.1","9.4","18","23.4","15.5","16.5","32156","87884","30.8","13.5","13.5","27","39.5","21.6","16.6","8.6","13.7","42.4","3"
"Monroe County"," New York","742474","11.1","6","6.7","21","24.2","13.9","14.9","35881","102721","22.8","21.7","18.1","39.8","45.5","16.7","21.3","5.3","11.3","39.2","3"
"Tompkins County"," New York","102793","8.3","3.8","12.9","29.6","20.4","11.1","11.9","26714","104090","19.3","21","30.9","51.9","53.4","16.4","18","5.3","6.9","30.8","3"
"Caldwell County"," North Carolina","82029","11.7","4.6","5.8","17.5","25.3","15.4","17.1","27996","74958","33.9","10.2","4.4","14.7","22.7","17.1","18.7","9.1","32.4","43.7","3"
"Durham County"," North Carolina","316739","12","5.6","6.1","25.2","26.4","11.5","11.9","35895","97099","19.2","25.6","22.1","47.7","49.9","18.5","17.5","6.5","7.6","35.6","3"
"Henderson County"," North Carolina","116748","10","5.2","6","13.5","25","14.3","22.8","30859","77872","26.1","20.3","11.8","32.1","32","19.2","21.9","8.9","18","48.3","3"
"Rowan County"," North Carolina","141262","10.9","7","7.8","16.8","26.5","13.5","15.6","29591","82537","33.8","13.6","5.3","19","29.7","17.8","19","12.7","20.8","40.3","3"
"Wayne County"," North Carolina","123248","11.7","8.6","5.7","21.2","23.3","13","15","27458","70251","29.6","12.1","4.9","17","27.9","19.5","17.7","15","20","38.5","3"
"Columbiana County"," Ohio","102665","10.6","6.2","5.8","16.4","24.8","15.6","18.6","30419","79959","46","12","6.7","18.7","25.9","19.2","22.3","10.3","22.3","44.4","3"
"Fairfield County"," Ohio","155782","12.2","7","7.4","17.3","27","13.2","14.4","37163","100285","34.1","18.7","11.1","29.8","41.7","14.6","22.6","7.1","14.1","39.9","3"
"Greene County"," Ohio","167995","10.6","6.3","8.1","21.1","23.2","13.4","15.9","35718","105752","23.2","19.2","20.7","39.9","45.9","15.5","23.9","5.2","9.5","37.9","3"
"Richland County"," Ohio","121099","11.2","6.5","5.6","17.9","25.2","13.9","16.5","30935","83602","39.4","11.5","6.8","18.3","30.7","14.6","21.1","8.3","25.3","41.5","3"
"Benton County"," Oregon","92101","7.8","5.2","9.8","30.3","19.4","11.4","14.6","24708","105894","14.9","28.2","25.2","53.4","49.6","17","19.3","6.1","8.1","33.2","3"
"Josephine County"," Oregon","87393","10","5.7","5.8","15.3","21.5","15.5","23.9","25987","85276","30.6","10.6","5.7","16.3","34.4","23.9","19.7","7.6","14.5","47.9","3"
"Umatilla County"," Oregon","77516","13.9","7.7","6.7","19.6","24.8","12.1","13.7","30967","84088","29.3","12.6","5.9","18.5","29.1","19.7","14.2","15.1","21.8","37.2","3"
"Washington County"," Oregon","597695","12.5","6.4","6.2","21.9","28.1","11.5","11.8","41372","113153","17","28","17","44.9","46.4","13.7","21.4","7.2","11.4","36.9","3"
"Beaver County"," Pennsylvania","164742","10.6","5.4","5","17","24.2","16.2","18.7","34709","93703","37.2","15.7","7","22.7","33.6","19.7","22.7","8.9","15","45.6","3"
"Carbon County"," Pennsylvania","64227","8.4","7.1","5.4","16","26.2","16.2","18.1","35864","91048","48.8","10","7.4","17.4","31.3","13.4","20","15.6","19.7","46.9","3"
"Columbia County"," Pennsylvania","65456","9.8","4.6","7.5","21.7","23","14","16.2","32032","87114","42.9","17.2","10.4","27.6","34.1","15.8","23.1","11.1","15.9","41","3"
"Delaware County"," Pennsylvania","564751","12.2","5.9","6.9","19.9","24.8","14","13.8","40681","111125","29.8","22.1","16.5","38.6","43.1","18.1","22.2","6.4","10.2","39","3"
"Lackawanna County"," Pennsylvania","210793","10.8","6","6.6","18.1","24.3","14.3","16.9","31377","85446","36.4","18.3","10.5","28.8","34.4","19.1","23.4","6.8","16.3","42.1","3"
"Lawrence County"," Pennsylvania","86184","9.8","5.9","6.4","16.3","23.9","15.8","19.8","29990","85288","41.2","15.8","4.9","20.7","29.8","20.5","20","10.9","18.7","45.5","3"
"Aiken County"," South Carolina","169401","12.1","6","6.5","17.7","23.9","14.5","17.1","31379","89178","33.8","17","9.5","26.4","33.5","22.1","21.8","8.7","13.9","41.3","3"
"Darlington County"," South Carolina","66802","9.2","9.1","8.1","16.9","23.7","14.1","17.4","23374","75779","38.6","10.3","5","15.2","31.6","20.5","19.2","9.7","19.1","41.1","3"
"Florence County"," South Carolina","138159","12.1","7.8","7","18.6","24.9","12.8","15.5","30321","77084","34.1","14.7","10.3","25","33.5","16.8","26.8","7","15.9","38.3","3"
"Richland County"," South Carolina","414576","11.9","5.8","8.5","25.6","24.1","11.3","11.4","30183","79492","24","21","15.2","36.2","38.8","19.8","23.6","5.8","12","33.5","3"
"Shelby County"," Tennessee","935764","13.4","7.4","6.5","21.6","24.9","12.4","12","31131","83667","28.5","18.9","12.6","31.5","34.3","19","21.2","6.2","19.3","36","3"
"Angelina County"," Texas","87092","12.3","8.9","6.9","17.8","25.1","13","13.7","29003","72008","31.4","12.4","4.4","16.9","29.4","17.6","22.3","17.8","12.9","38.9","3"
"Fort Bend County"," Texas","787858","14.4","8.1","7.4","17.8","29.4","11.8","10.2","45114","121421","19","28.3","18.6","46.9","49.7","13.6","22.2","5.9","8.6","36.6","4"
"Grayson County"," Texas","133991","11.2","8.1","6.9","18.4","23.8","13.9","15.8","30889","82322","29.6","13.1","8","21.1","29.2","20.3","23.4","11.3","15.7","40.1","3"
"Henderson County"," Texas","82299","11.6","7","5.3","16.9","22.1","15","20.2","29896","87802","33.4","11.8","4.6","16.4","25.1","20.3","24.9","12.1","17.6","43.1","3"
"Tom Green County"," Texas","118189","12.5","7.8","7.4","23.8","21.7","11.6","13.2","30898","79998","33.5","17.2","6.9","24.2","29.5","19.9","24.4","15.1","11","33.9","3"
"Salt Lake County"," Utah","1152633","14.9","7.8","7","23.5","25.8","10.1","9.9","36038","93356","22.7","22.5","13.4","35.9","40.2","14.4","24.7","8.4","12.3","32.9","4"
"Bedford County"," Virginia","78747","10.4","5.3","6","15.6","24.9","16.6","19","34312","89965","34.2","16.3","11","27.3","36","13.9","25","8.8","16.2","46.3","3"
"Spotsylvania County"," Virginia","134238","13.1","6.8","7.5","18.5","26.7","13.1","13.3","41495","112133","29.3","17.1","13.6","30.7","41","17.3","22.7","7.4","11.7","37.4","3"
"Franklin County"," Washington","94347","18.1","9.8","7.6","22.3","24.5","7.9","9","31609","79526","20.6","13.1","8","21.1","29.1","17.4","20.4","19.6","13.5","30.3","4"
"Grant County"," Washington","97331","15.1","9.4","8","19.8","22.6","10.6","13.1","29573","78355","26.3","12.6","4.7","17.3","28.6","15","11.4","25.3","19.7","33.4","4"
"Skagit County"," Washington","128206","12","6.2","5.5","18.1","23.5","13.9","18.4","37022","92146","27","17.8","9","26.8","34.7","15.5","17.5","16.3","16.1","41.4","3"
"Thurston County"," Washington","286419","11.6","6.3","5.7","21","25.1","13.2","15.3","40955","104486","21.6","23.1","15.1","38.2","41.7","18.7","20.2","8.6","10.9","38.8","3"
"Kanawha County"," West Virginia","180454","11.2","4.9","5.5","17.8","24.4","15.4","18.3","29872","74647","34.7","14.2","11","25.2","42","16.8","24.9","5.9","10.5","44","3"
"Dane County"," Wisconsin","542364","10.8","6.2","6.5","26","25.1","11.5","12.2","40198","105122","17.8","29.7","21","50.8","50.9","14.7","18.5","6.6","9.2","35.3","3"
"St. Croix County"," Wisconsin","89694","11.7","8.6","7","16.2","28.2","14.3","12.5","43390","106660","26.1","22.5","9.9","32.4","37.8","14.3","22.9","9.8","15.3","39.7","3"
"Baldwin County"," Alabama","218022","9.3","8.3","6.2","15.6","25.7","14.5","18.7","30212","83601","28.3","20.7","10.7","31.4","34","18.2","24.1","11.3","12.4","44","3"
"Lauderdale County"," Alabama","92387","10.1","5.9","6.5","19.9","23.6","13.9","17.6","31724","77140","39","15.2","9.1","24.2","29.3","15.2","26.7","8.1","20.8","41.1","3"
"Limestone County"," Alabama","96174","10.9","8.2","7.2","17.4","27.6","13.1","13.8","32041","83736","29.1","18.9","9.3","28.2","37.3","11.1","18.2","13.4","20","38.8","3"
"Garland County"," Arkansas","99154","10.7","5.6","6.4","17.2","22.1","14.9","20.2","27970","72289","34.3","14.1","7.8","21.9","31.3","21.2","23.1","12","12.5","44.6","3"
"Saline County"," Arkansas","121421","11.8","7.1","6.8","18.1","26.1","12.1","16.2","35025","88008","29.6","17.9","9.3","27.2","35.2","15.5","24.4","10","14.9","39.2","3"
"Larimer County"," Colorado","350518","10.3","5.9","7.3","25.1","23.3","12.5","14.1","35597","104611","16.5","28.3","19.3","47.6","45.7","17.2","19.9","7.1","10.1","36.4","3"
"Alachua County"," Florida","269956","10.8","4.5","8.4","30.7","20.8","10.9","12.2","27561","84384","19.8","23.9","19.7","43.6","47.6","22.1","17.8","5.4","7.1","31.7","4"
"Charlotte County"," Florida","184998","6.5","3.3","3.8","11.3","17.6","17.4","34.3","23419","76289","35","14.1","9.3","23.5","29.8","19.9","27.8","10.5","12.1","59.8","3"
"Hillsborough County"," Florida","1436888","12.3","6.6","6.3","21.7","26.9","12","12.6","34470","90791","27.8","21.6","12.4","34","39","17.2","25.1","9","9.7","37.1","3"
"Lake County"," Florida","356495","9.8","6","5.5","15.5","22.8","13.7","24.1","30357","78764","31.5","15.5","7.9","23.4","33.8","20.3","24.9","10.4","10.6","47.3","3"
"Marion County"," Florida","359977","9.9","5.2","5.7","14.7","21.5","14.1","25.5","27471","71362","38.5","13.3","6.6","19.9","28.7","21.2","26","10.5","13.5","49.1","3"
"Okaloosa County"," Florida","207269","12.4","7","5.4","22.2","23.6","13.1","15.2","31952","88839","25.1","17.3","13.1","30.4","39.2","23.8","19.5","9.7","7.8","36.8","3"
"Osceola County"," Florida","367990","12.9","7.2","7.3","20.6","28","10.7","11.9","25102","67521","31.2","15.8","8.7","24.5","29.1","22.3","23.8","9.9","14.8","35.7","4"
"Seminole County"," Florida","467832","10.8","6.4","6.1","20.6","27.7","13","13.8","37109","93564","22.6","25.6","14.3","39.9","43.6","16.2","24.8","7.6","7.8","39.2","3"
"Volusia County"," Florida","547538","9.2","5.4","5.4","17.6","22.7","15.3","20.6","31242","78794","30.7","16.7","8.1","24.8","30.6","20.1","27.8","9.7","11.8","46.6","3"
"Clarke County"," Georgia","127330","9.7","4.7","11.4","33.9","20.6","8","10.5","20271","77444","20.8","22.5","21.4","43.9","43.4","21.4","13.8","5.5","16","28.2","3"
"Columbia County"," Georgia","154291","12.9","8.2","7.3","19.1","26.9","11.7","12.5","37522","97919","25.5","22.3","14.8","37.1","44","15.4","24.2","6.7","9.7","36.2","4"
"Dougherty County"," Georgia","91243","13.5","6.1","9.2","21.1","22.7","12","13.1","25779","70194","28.5","11","8.4","19.5","26.6","29.6","19","7.4","17.3","35","3"
"Henry County"," Georgia","230220","13.2","7.3","7.3","18.7","29.9","11.9","9.9","38547","97329","33.8","18.3","11","29.4","37","16.4","22.3","7.6","16.7","37.6","3"
"Houston County"," Georgia","155469","12.9","7.9","6.5","20.6","27.9","12.4","10.5","35852","93780","27.3","18.4","12.4","30.8","33.6","17.4","24.3","12","12.7","36.1","3"
"Whitfield County"," Georgia","104062","13.6","7.1","8.7","18.5","26.5","11.6","12.5","29743","66503","30.4","11.3","5.9","17.1","24.1","13.8","18.7","11","32.3","37","4"
"Bonneville County"," Idaho","116854","16.5","9.4","7.2","19.6","23.3","11.2","10.8","30628","88031","27.9","20.6","9.8","30.4","40.6","16.3","22","11","10.1","33.4","3"
"Madison County"," Illinois","264461","12.1","5.9","6.3","19.1","24.9","14.4","15.3","34171","100134","29.6","16.2","9.8","26","34.7","18.8","21.7","8.6","16.2","40.1","3"
"Vermilion County"," Illinois","76806","12.1","7.6","6.2","17.5","23.1","13.7","16.9","29790","79492","43.7","10.1","6","16.1","28.7","20.6","18.1","11.1","21.5","40.4","3"
"Will County"," Illinois","692310","11.9","8.1","7.5","18.4","28.5","12.6","11.4","40778","116467","26.7","21.8","12.2","34","35.3","15.7","23.2","8.1","17.7","38.1","3"
"Floyd County"," Indiana","77781","11.6","6.6","7.1","18.5","25.5","14.9","13.8","39564","97508","30.7","19.8","10.4","30.1","37.9","17.4","22.3","8.8","13.6","39.5","3"
"Monroe County"," Indiana","146917","8.5","4.2","12.1","32.2","19.8","10.2","10.7","22465","91043","20.4","24.6","23.5","48.1","50.4","20.8","15.6","5.2","8","29.4","3"
"St. Joseph County"," Indiana","270771","12.8","6.9","7.4","20.6","23.6","12.7","13.5","31886","88256","29.5","18.9","12.9","31.7","37.9","14.7","21.4","8.2","17.7","37","3"
"Scott County"," Iowa","173283","13.2","7","6.3","18.8","25.5","13.4","14.1","34806","94882","31.6","22.2","10.1","32.2","38.5","17.6","21.1","7.2","15.5","38.3","3"
"Story County"," Iowa","98105","9.9","4","12.8","34.5","17.8","9.1","10.4","22250","91259","16","28.9","21.8","50.7","45.2","20.3","17.6","7.2","9.7","26.4","3"
"Hardin County"," Kentucky","110356","12.7","8","6.4","20.9","25.1","12.6","12.9","32811","84355","31.1","12.1","8.9","21","32.9","20.1","20.9","8.7","17.5","36.6","3"
"Orleans Parish"," Louisiana","391006","10.8","6","5.5","24.1","25.6","13.4","13.2","31346","91661","23.4","21.5","15.6","37.1","42.2","25.3","18","6.5","7.9","37.3","4"
"Terrebonne Parish"," Louisiana","111021","13.8","8.1","5.3","20.4","25","12.4","13.6","31633","87884","38.3","10.3","6","16.3","33.2","19","21.6","11.4","14.8","36.1","3"
"Aroostook County"," Maine","67111","9.8","5.5","5.7","14.6","23.7","16.6","19.9","28116","73821","33.4","14.2","5.7","19.8","28.7","19.5","22.4","13.2","16.3","48.5","3"
"Penobscot County"," Maine","151096","9.4","5","6.9","20.2","24.9","15.2","15.9","30249","82680","34","17.9","10.1","28","35.7","19.9","24.1","9.1","11.2","42.2","3"
"Baltimore County"," Maryland","828431","11.6","6.3","6.3","19.8","25","13.7","14.7","41591","111674","24.4","23","18.4","41.3","46.4","16.1","22","6.3","9.1","39.5","3"
"Cecil County"," Maryland","102826","12.7","5.6","6.6","18.2","26.4","14.7","13.9","36953","96313","36.3","16.7","7.8","24.6","33.5","17.4","24.3","11.2","13.7","41.3","3"
"St. Mary's County"," Maryland","112664","10.3","9.3","7.9","19.2","27.7","12.3","12.3","49983","131571","32.8","20.6","14.1","34.7","47.3","13.1","16.8","11.8","11","37.5","3"
"Washington County"," Maryland","150926","11","7.1","5.6","19.6","26.5","13","15.5","36491","94900","35.8","13.7","7.5","21.2","34.2","16.9","21.9","11.8","15.1","39.6","3"
"Barnstable County"," Massachusetts","213413","7.4","4.8","5","14.1","20.4","17.6","27.1","35039","107888","24","22.6","19.2","41.8","36","23.7","20.8","10.8","8.7","53.8","3"
"Norfolk County"," Massachusetts","705388","10.8","6.1","6.4","19.1","26.6","14","14.3","51829","148541","18.4","27.7","26.3","54","54.8","14.8","18.9","5.4","6.1","40.7","3"
"Midland County"," Michigan","83209","11.6","6.5","6.3","17.8","25.1","14","15.9","32949","100336","29.7","17.7","14.3","32","40.7","22.7","17.7","6.5","12.5","41.8","3"
"Monroe County"," Michigan","150439","11.2","6.1","6.3","17.8","24.8","15.5","15.8","39285","104132","33.4","14.9","7.7","22.6","31.7","16.1","19.9","10","22.2","42.5","3"
"Oakland County"," Michigan","1259201","10.9","6.2","6.1","19.2","26.5","14.3","14.6","44294","125574","18.7","27.2","20.3","47.4","49.2","14.6","20.9","5.2","10.2","40.8","3"
"Stearns County"," Minnesota","159256","12.5","6.9","8.3","22.5","22.9","11.9","12.9","30822","92945","26.1","18.8","10.4","29.1","35.3","19.3","19.9","9.7","15.9","34.9","3"
"Washington County"," Minnesota","259201","12.8","7.2","6.6","16.9","27.6","14","13.3","46484","127565","19.6","29.3","16.4","45.7","46.9","13.5","21.7","6.1","11.8","39.6","3"
"Atlantic County"," New Jersey","265429","11.5","6","6.3","18.2","25.1","15.1","16","31729","94726","30.1","18.2","10.5","28.7","32.6","28.6","22.2","7","9.6","41.9","3"
"Middlesex County"," New Jersey","829685","11.6","6.3","6.5","20.1","27.5","13","12.8","47825","124942","24.5","26.6","17.9","44.4","45.3","12.9","21.3","6.7","13.9","38.7","3"
"Morris County"," New Jersey","494228","10.2","6.7","6.6","17.1","27.6","14.8","14.6","55284","157385","18.8","31.7","24.3","56.1","54.4","11.8","22.1","5.4","6.3","42.7","3"
"Salem County"," New Jersey","62607","10.6","7.3","5.7","17.5","25.2","14.8","16.5","36429","89902","41.8","16.5","5.5","21.9","36.8","12.2","20","12.6","18.3","41.6","3"
"Somerset County"," New Jersey","331164","10.4","7.4","6.4","17.1","28.4","14.8","13.4","61305","160510","16.7","30.8","27.2","58","56.1","11.9","20.6","5.2","6.2","41.7","3"
"Sussex County"," New Jersey","140799","9.7","6.1","6.5","17.1","26.5","17.4","15.5","46340","122696","29.4","24.9","12.5","37.4","42.1","15","22.7","11.1","9.1","44.6","3"
"Chaves County"," New Mexico","64689","13.3","7.5","7.9","19.1","23.2","12.2","14.3","25742","71567","25.2","10.2","5.9","16.1","28.6","18.8","23.2","14.4","14.9","36.9","3"
"Doña Ana County"," New Mexico","217522","13.2","7.1","7.6","23.3","21.7","11.1","14.5","21650","65388","23.6","18.1","10.6","28.7","35.4","24","22.5","10","8.1","33.6","3"
"Valencia County"," New Mexico","76456","13.6","6","7","18.1","23.8","13.7","15.6","31385","86433","31","11.2","10.7","21.9","38.6","20.8","21.6","10.2","8.8","39.7","3"
"Oneida County"," New York","229577","11.6","6.3","6.4","19.3","23.7","14.3","15.5","33549","87793","32.8","14.1","11.7","25.8","38.2","22.5","20.5","8","10.8","41","3"
"Oswego County"," New York","117898","10.3","6.4","7.7","20","24.4","14.7","15","30989","87631","35.9","11.7","8.4","20.1","34.7","18.6","19.3","10.5","16.9","39.4","3"
"Queens County"," New York","2278906","11.2","5.8","5","21.8","27.2","13.2","13.7","38642","97877","26.9","21","12.4","33.5","34.7","24.2","20.3","8.6","12.2","39.2","3"
"Richmond County"," New York","476179","11.8","6.2","6.3","19.5","26.3","13.9","14.4","48165","119955","30.9","21","13.3","34.3","39.6","20.3","22.1","8.6","9.5","40.1","3"
"Steuben County"," New York","95796","11.8","5.8","6","16.9","24.9","15.3","17.2","35017","93086","37.4","11.7","12.7","24.4","36.5","18","16.3","12.9","16.3","42.9","3"
"Westchester County"," New York","967612","11.5","6.4","6.6","17.8","27","13.7","14.3","48475","140143","19.4","23.7","25.4","49.1","48.7","18.7","18.6","6.9","7","40.9","3"
"Iredell County"," North Carolina","178435","11.4","7.5","6.2","17.5","27.9","13.9","14.2","33601","86513","26.5","19.8","9","28.8","33.3","15.3","21.4","9.4","20.6","40","3"
"Lincoln County"," North Carolina","83770","9.2","7.4","6.7","15","29.1","15.4","15.4","35640","91218","31.4","18.2","7.2","25.5","31.6","14.2","26.3","9.8","18","44.7","3"
"Pitt County"," North Carolina","179914","11.4","6.4","8.6","26.6","23","10.9","11.8","26101","84943","23.8","21.2","10.7","31.9","37.2","23.5","18.5","7.7","13.1","32.2","3"
"Cass County"," North Dakota","181516","14.2","5.5","6.3","27.9","23.6","10.5","10.1","36452","93173","19.4","29.5","11.2","40.7","44.4","16.9","18.3","7.2","13.2","32.4","3"
"Ward County"," North Dakota","67744","13.9","6.4","5.5","28.9","22.4","10.3","10.4","36909","90534","28.1","20.9","7","27.8","33.6","20.3","22","10.9","13.1","31.4","3"
"Marion County"," Ohio","65256","12.4","5.4","5.9","19.7","25.1","14.1","14.8","29941","76841","47.7","6.9","4.4","11.3","23.4","22","18.7","7.2","28.7","41.3","3"
"Wood County"," Ohio","130696","11","5.6","8.8","24.3","22.1","12.7","13.2","30997","100377","31","19.5","15.1","34.6","40.6","16.5","21.1","6.9","15","35.2","3"
"Multnomah County"," Oregon","811880","10.7","5.1","5.1","24.5","29.6","11.5","11.9","38707","107465","16.8","27.1","18.7","45.7","47.4","16.3","18.5","6.4","11.4","37.6","3"
"Yamhill County"," Oregon","107002","11.9","6.4","7.5","19.4","25.3","13","14.7","30067","90017","24.3","18.4","10.7","29.1","33","18.1","21.6","10.6","16.7","38.5","3"
"Allegheny County"," Pennsylvania","1218452","10.2","5.4","5.8","21.6","23.8","14.4","16.1","38236","105747","26.5","24.7","17.8","42.5","46.5","16.6","21.4","5.8","9.7","40.5","3"
"Berks County"," Pennsylvania","420152","11.8","6.5","7.1","18.8","24.9","13.6","14.6","35160","92670","35.4","16.1","9","25.1","33.3","17.9","19.9","9.7","19.2","40.2","3"
"Cambria County"," Pennsylvania","131730","9.3","6.3","6.5","16.5","23.4","15.6","19.2","29298","80587","45","14.3","7.1","21.4","32","19.2","20.9","11.3","16.5","45.9","3"
"Lancaster County"," Pennsylvania","543557","12.5","7.1","6.8","19.1","23.4","12.9","15.9","35177","93214","34","17.9","10.6","28.5","35.9","15.9","19.1","10.4","18.7","38.7","3"
"Schuylkill County"," Pennsylvania","142067","9.3","6.9","5.5","17.8","25.6","14.7","17.4","34964","90443","44.3","11.7","5","16.7","28.8","15.2","19.9","12.1","24.1","44.6","3"
"Westmoreland County"," Pennsylvania","350611","9.4","5.4","5.5","15.8","24.7","16.4","19.6","35923","94343","37.1","18.4","11.2","29.6","36.1","14.7","22.9","9.9","16.3","47.4","3"
"Dorchester County"," South Carolina","160647","14.1","6.1","7.3","18.4","27.5","12.6","12.7","35136","96250","26.5","19.5","9.4","28.9","38.7","18.8","21.4","8.1","13","37.4","3"
"Spartanburg County"," South Carolina","313888","11.9","7.2","6.7","20.2","25.1","12.9","14.5","30784","77173","30.9","15.5","8.6","24.1","29.8","16.7","21.2","9.9","22.5","38","3"
"Sevier County"," Tennessee","97892","10.5","6.6","6.2","17.1","25.3","14.8","17.6","24190","72384","36.5","9.6","5.2","14.8","23.4","26.3","26.4","11.2","12.7","43","3"
"Coryell County"," Texas","74808","12.2","7.4","6.5","27.4","27","9.7","9.1","25451","67111","26.8","11.4","3.6","15","34.3","13.2","24.4","13.6","14.5","32.9","3"
"Hunt County"," Texas","96493","12","7.9","8.2","18.1","24.7","13.9","14.3","31704","86582","33.3","14.4","5.4","19.9","30.9","19.2","21.6","14.1","14.3","38.8","3"
"Montgomery County"," Texas","590925","13.8","8","6.9","18.5","27.3","12.1","12.3","41509","108338","21.3","25.1","10.9","36","41.8","16.4","20.4","10.1","11.3","37.5","3"
"Parker County"," Texas","138371","12.8","7.3","7.6","17.3","25.8","13.6","14","40247","103212","31.5","17.6","10.2","27.8","38.8","15.8","21.8","9.8","13.8","39.5","3"
"Wichita County"," Texas","132064","12.1","6.7","8.7","23.3","22.3","12.3","12.7","27021","80908","31.4","14.1","8.6","22.7","29.5","20.7","21.4","12.8","15.6","34.5","3"
"Augusta County"," Virginia","75457","9","6.9","5.3","16.1","26","15.5","18.7","35757","86797","37.9","15.7","7.9","23.7","34.3","15.8","23.5","12.8","13.7","45.3","3"
"Henrico County"," Virginia","329261","12.7","6.1","6.1","20","26.9","12.8","13.4","40384","102256","21.9","26.5","17.6","44.1","45.8","16.8","21.4","5.8","10.3","39.3","3"
"Montgomery County"," Virginia","98985","7.1","4.6","13.1","32.9","19.8","10.2","10.6","25572","96002","19.2","18.9","22.6","41.6","50.8","17.6","16.5","4.6","10.4","28.4","3"
"Chesapeake city"," Virginia","242634","13.4","6.5","6.6","20.2","26.7","13.3","11.9","39749","106697","23.6","21.1","12","33.1","41.3","15.3","21.5","9.4","12.5","37.1","3"
"Hampton city"," Virginia","134313","10.8","6.3","6.6","24.6","22.6","13.7","13.3","35134","88788","29.5","17.1","10.9","28","39.8","19.9","17.6","10.2","12.4","36.6","3"
"Richmond city"," Virginia","228783","9.9","4.8","6.4","30.6","22.9","12.3","11.1","30163","85362","21","24.2","17.7","41.9","43","21.1","19.7","5.7","10.5","34","3"
"Roanoke city"," Virginia","99920","14.2","4.8","4.9","21.4","25.1","12.6","13.9","30216","71054","35.5","17.2","8.3","25.4","34.3","21","22","6.2","16.6","38.1","3"
"Island County"," Washington","84460","9","6","4.5","21.2","20.5","14.3","22.5","32205","91290","20","19.7","14.5","34.2","39.6","19","19.4","8.9","13.1","44.2","3"
"Cabell County"," West Virginia","93224","10.5","6","7","22.7","23","12.6","16.4","24779","73236","31.9","15.2","12.7","27.9","38.6","18.6","31","3.1","8.7","38.3","3"
"Dodge County"," Wisconsin","87847","9.1","6.6","5.9","17.1","27.4","16.3","14.7","36602","87056","41.9","12.1","4.4","16.5","26.7","16.1","18.9","10.8","27.5","43","3"
"Eau Claire County"," Wisconsin","104534","11","5.8","7.6","26.3","21.6","11.9","14.2","28716","87886","26.1","22.1","11.4","33.5","36.3","17.6","24.1","5.4","16.6","34.5","3"
"Fond du Lac County"," Wisconsin","103066","11.8","5.8","6","18.2","25.4","14.5","15.5","32803","87842","35.2","15.2","6.1","21.2","29.3","19.1","19.2","10.4","22","41.3","3"
"La Crosse County"," Wisconsin","118230","10.3","6.1","7.8","24.5","22.6","12.7","13.8","32058","90329","25.2","22.6","14.4","37","38.7","18.2","23.2","6.2","13.6","36.5","3"
"Wood County"," Wisconsin","73055","11.8","5.7","6","16.3","23.8","15.9","17.9","34086","83582","38.6","14.6","8","22.6","31.2","14.5","18.2","12.5","23.6","43.9","3"
"Guaynabo Municipio"," Puerto Rico","83787","7.7","4.9","5","19.5","25.7","14.6","19.5","17825","55778","8.6","35.5","8.6","18.6","40.8","18.5","28.2","6.9","5.6","45.7",NULL
"DeKalb County"," Alabama","71385","11","8.6","7.1","17.9","25","13.3","15","27085","68392","29.8","8.2","6.7","14.9","27.1","16.9","18.6","11.5","25.9","39.5","3"
"Jefferson County"," Alabama","659300","12.8","6.2","6.2","20.8","25","13.2","14.1","35418","93255","26.6","21","12.5","33.5","39.9","15.1","23.8","7.3","13.8","38.2","3"
"Maricopa County"," Arizona","4410824","12.7","7","6.7","21.2","25.5","11.5","13.4","35452","91648","22.3","21","12.2","33.2","38.2","18.4","24.1","8","11.3","36.6","3"
